accession	domain	phylum	class	order	family	genus	species	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
RS_GCF_032594115.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanolapillus	Methanolapillus millepedarum	0	82.68	0.0	Specific	94.12	0.65	228	p__Euryarchaeota (UID49)	153	0.0	1613024	81.89152909974473	1	847337	43.01840678922967	1969708	RS_GCF_032594115.1	t	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolapillus;s__Methanolapillus millepedarum	type strain of species	LPSN	t	1	1	1969708	1969708	1969708	3	2912	NZ_CP131060.1	1969708	3	116	NZ_CP131060.1	2909	3247	0	87.04	MCHG01000440.8691.11587	Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;permafrost metagenome	1969708	1969708	t	f	f	1969708	1969708	Complete Genome	ASM3259411v1	na	PRJNA224116	SAMN34026938	none	none	none	2023-10-12	GCA_032594115.1	none	full	na	none	none	1	0	Methanolapillus millepedarum	none	representative genome	9	1	1	1969708	1969708	1969708	2023/10/12	0	3028296	3	Ac7	Georg-August-University Goettingen	3028296	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolapillus;s__Methanolapillus millepedarum	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolapillus;s__Methanolapillus millepedarum	0	1969708	11	48	assembly from type material	1969708	0	na	1766	1	1969708	3	none	none	none	none	none	none	1475	NZ_CP131060.1	1442	2278	0	95.215	JQ268019.1.1444	Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosarcinaceae;Methanimicrococcus;Methanimicrococcus blatticola	0	19	48	0
GB_GCA_002503105.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	UBA206	UBA206 sp002503105	0	89.12	0.09	Specific	94.12	0.65	234	p__Euryarchaeota (UID54)	153	0.0	1342042	82.96270195252976	139	1010592	62.99510235070959	1617645	GB_GCA_002503105.1	t	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__UBA206;s__UBA206 sp002503105	not type material	none	f	29	22	72785	91156	none	0	none	none	none	0	none	none	none	none	none	none	none	none	11541	16506	f	f	t	16893	22843	Scaffold	ASM250310v1	na	PRJNA348753	SAMN06027567	139	16893	Arctic Ocean: Arctic deep sea; Hakon Mosby Mud Volcano	2017-10-10	GCA_002503105.1	derived from metagenome	full	UBA206	sediment	none	0	none	Methanomicrobiaceae archaeon UBA206	0	na	none	98	22	22843	13407	8183	2017/10/10	41	1915690	none	UBA206	University of Queensland	1915690	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;x__unclassified Methanomicrobiaceae;s__Methanomicrobiaceae archaeon UBA206	13406	1617645	none	none	na	1604239	0	DAQY00000000.1	1705	98	15170	2	none	none	none	none	none	none	836	DAQY01000076.1	836	1489	0	98.804	KX581161.1.1469	Archaea;Halobacteriota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Incertae Sedis;uncultured organism	13406	18	42	0
RS_GCF_004363215.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanimicrococcus	Methanimicrococcus blatticola	11	81.62	0.0	Specific	94.12	0.65	228	p__Euryarchaeota (UID49)	153	0.0	1447554	81.17199578089594	15	748624	41.98410308264255	1783317	RS_GCF_004363215.1	t	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanimicrococcus;s__Methanimicrococcus blatticola	type strain of species	LPSN	t	3	3	447031	447654	5408	1	2915	NZ_SNYS01000001.1	5408	1	117	NZ_SNYS01000001.1	2923	3417	0	88.06	CP009517.54671.57570	Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina barkeri 3	118874	137178	t	f	f	240712	240712	Scaffold	ASM436321v1	na	PRJNA224116	SAMN08769569	15	240712	none	2019-03-22	GCA_004363215.1	none	full	na	none	none	0	0	Methanimicrococcus blatticola	none	representative genome	3	13	3	240712	237277	208252	2019/03/22	2	91560	1	DSM 13328	DOE Joint Genome Institute	91560	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanimicrococcus;s__Methanimicrococcus blatticola	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanimicrococcus;s__Methanimicrococcus blatticola	193	1783317	11	46	assembly from type material	1783124	0	SNYS00000000.1	1568	13	5408	1	none	none	none	none	none	none	1475	NZ_SNYS01000001.1	1455	2604	0	99.038	AJ238002.1.1453	Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosarcinaceae;Methanimicrococcus;Methanimicrococcus blatticola	193	19	46	0
GB_GCA_019057385.1	Archaea	Asgardarchaeota	Sifarchaeia	Borrarchaeales	Borrarchaeaceae	Borrarchaeum	Borrarchaeum weybense	0	100.0	7.08	General	94.08	3.74	149	k__Archaea (UID2)	107	0.0	3543163	84.78628760348931	23	1546350	37.016742813890055	4178934	GB_GCA_019057385.1	t	d__Archaea;p__Asgardarchaeota;c__Sifarchaeia;o__Borrarchaeales;f__Borrarchaeaceae;g__Borrarchaeum;s__Borrarchaeum weybense	not type material	none	f	4	2	662407	1298538	443129	1	4484	JAHQJS010000005.1	443129	1	113	JAHQJS010000005.1	661	531	3.83e-148	81.392	KX764886.1.3038	Archaea;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	181627	522366	t	f	f	447498	964535	Scaffold	ASM1905738v1	na	PRJNA678545	SAMN19461863	23	447498	Australia: Lake Weyba; Sunshine Coast	2021-06-29	GCA_019057385.1	derived from metagenome	full	lw60_2018_gm2_56	marine sediment	26.44 S 153.06 E	0	none	Candidatus Borrarchaeum weybense	none	na	none	8	2	964535	905039	204285	2021/06/29	15	2848170	none	lw60_2018_gm2_56	The University of Queensland	2848170	d__Archaea;p__Candidatus Borrarchaeota;c__Candidatus Borrarchaeia;o__Candidatus Borrarchaeales;f__Candidatus Borrarchaeaceae;g__Candidatus Borrarchaeum;s__Candidatus Borrarchaeum weybense	d__Archaea;x__Asgard group;p__Candidatus Borrarchaeota;c__Candidatus Borrarchaeia;o__Candidatus Borrarchaeales;f__Candidatus Borrarchaeaceae;g__Candidatus Borrarchaeum;s__Candidatus Borrarchaeum weybense	1500	4178934	none	none	assembly from type material	4177434	0	JAHQJS000000000.1	4069	8	443129	2	none	none	none	none	none	none	1286	JAHQJS010000005.1-#2	264	322	7.96e-86	88.636	GQ994157.1.942	Archaea;Asgardarchaeota;Lokiarchaeia;Odinarchaeales;Incertae Sedis;LCB-4;uncultured archaeon	1500	19	52	0
GB_GCA_014361095.1	Archaea	Hadarchaeota	Hadarchaeia	Hadarchaeales	Hadarchaeaceae	Hadarchaeum	Hadarchaeum sp014361095	9	92.01	1.46	General	94.08	2.18	149	k__Archaea (UID2)	107	0.0	1088037	90.96804939530878	185	620611	51.88985766076708	1196065	GB_GCA_014361095.1	t	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__Hadarchaeaceae;g__Hadarchaeum;s__Hadarchaeum sp014361095	not type material	none	f	34	34	46372	46372	14902	2	2600	JACIWF010000019.1	7587	1	116	JACIWF010000057.1	2587	4490	0	97.99	LQMQ01000054.1433.5103	Archaea;Hadarchaeota;Hadarchaeia;Hadarchaeales;Hadarchaeaceae;Hadarchaeum;Hadesarchaea archaeon YNP_45	6465	6608	t	f	f	10617	11204	Scaffold	ASM1436109v1	na	PRJNA635524	SAMN15637568	185	10617	China:Dongying	2020-09-01	GCA_014361095.1	derived from metagenome	full	MAG-18	Shengli oilfield at Shandong province	38.15 N 118.5 E	0	0	Hadesarchaea archaeon	none	na	3	181	34	11204	6101	3064	2020/09/01	4	2250276	1	MAG-18	East China University of Science and Technology	2250276	d__Archaea;p__Candidatus Hadarchaeota;c__Candidatus Hadarchaeia;o__;f__;g__;s__	d__Archaea;p__Candidatus Hadarchaeota;c__Candidatus Hadarchaeia;x__unclassified Candidatus Hadarchaeia;s__Hadesarchaea archaeon	40	1196065	11	38	na	1196025	0	JACIWF000000000.1	1407	181	14902	1	none	none	none	none	none	none	1477	JACIWF010000019.1	1354	2385	0	98.449	KX213929.1.1358	Archaea;Hadarchaeota;Hadarchaeia;Hadarchaeales;Hadarchaeaceae;Hadarchaeum;uncultured archaeon	40	19	38	0
GB_GCA_902384585.1	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	Anstonellaceae	Anstonella	Anstonella stagnisolia	0	89.09	0.93	General	94.08	0.0	149	k__Archaea (UID2)	107	0.0	1245879	93.47677334257688	6	670761	50.32637516487573	1332822	GB_GCA_902384585.1	t	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Anstonellaceae;g__Anstonella;s__Anstonella stagnisolia	type strain of species	LPSN	f	1	1	920852	920852	235991	1	2972	CABMCJ010000002.1	235991	1	109	CABMCJ010000002.1	722	335	2.13e-89	75.762	MNVI01000038.3285.6154	Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;Incertae Sedis;CG1_02_55_41;Candidatus Micrarchaeota archaeon CG1_02_55_41	222137	222137	t	f	f	920852	920852	Contig	uncultured DPANN archaeon LFW-35	na	PRJEB21808	SAMEA4835417	6	920852	none	2019-08-18	GCA_902384585.1	derived from metagenome	full	LFW-35	water	none	0	0	Candidatus Anstonella stagnisolia	none	na	3	none	none	none	none	none	2019/08/18	0	2885744	1	LFW-35	THE UNIVERSITY OF NEW SOUTH WALES	2885744	d__Archaea;p__Candidatus Micrarchaeota;c__Candidatus Micrarchaeia;o__Candidatus Anstonellales;f__Candidatus Anstonellaceae;g__Candidatus Anstonella;s__Candidatus Anstonella stagnisolia	d__Archaea;x__DPANN group;p__Candidatus Micrarchaeota;c__Candidatus Micrarchaeia;o__Candidatus Anstonellales;f__Candidatus Anstonellaceae;g__Candidatus Anstonella;s__Candidatus Anstonella stagnisolia	0	1332822	11	17	assembly from type material	1332822	0	CABMCJ000000000.1	1335	6	235991	2	none	none	none	none	none	none	1102	CABMCJ010000002.1	1036	1279	0	88.996	DQ676245.1.1385	Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;Incertae Sedis;Incertae Sedis;uncultured euryarchaeote	0	19	40	0
GB_GCA_902384555.1	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	Anstonellaceae	CAIXYX01	CAIXYX01 sp902384555	0	91.97	0.58	General	94.08	0.0	149	k__Archaea (UID2)	107	0.0	1202544	92.24566442063404	42	804505	61.71258453305841	1303632	GB_GCA_902384555.1	t	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Anstonellaceae;g__CAIXYX01;s__CAIXYX01 sp902384555	not type material	none	f	10	10	100976	100976	20494	1	296	CABMCD010000030.1	28862	1	108	CABMCD010000032.1	210	132	2.75e-29	78.571	DQ078753.33845.36869	Archaea;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured euryarchaeote Alv-FOS5	31038	31038	f	f	t	42027	42027	Contig	uncultured DPANN archaeon LFW-29	na	PRJEB21808	SAMEA4835416	42	42027	none	2019-08-18	GCA_902384555.1	derived from metagenome	full	LFW-29	water	none	0	0	uncultured archaeon	none	na	1	none	none	none	none	none	2019/08/18	0	115547	0	LFW-29	THE UNIVERSITY OF NEW SOUTH WALES	115547	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__environmental samples;s__uncultured archaeon	0	1303632	11	30	na	1303632	0	CABMCD000000000.1	1298	42	45560	1	none	none	none	none	none	none	548	CABMCD010000021.1	406	732	0	99.261	KJ566428.1.1024	Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;Incertae Sedis;Incertae Sedis;uncultured euryarchaeote	0	19	46	0
GB_GCA_021650775.1	Archaea	Thermoproteota	Nitrososphaeria_A	Caldarchaeales	Wolframiiraptoraceae	Benthortus	Benthortus lauensis	0	93.58	3.55	Specific	94.01	2.91	145	k__Archaea (UID2)	103	66.67	1378330	93.75654710240552	112	805356	54.781799531465545	1470116	GB_GCA_021650775.1	t	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Benthortus;s__Benthortus lauensis	not type material	none	f	25	25	63947	63947	18077	1	3066	JAHSRM010000047.1	16373	1	113	JAHSRM010000039.1	3080	3450	0	87.208	ASLU01000004.20830.23878	Archaea;Thermoproteota;Nitrososphaeria;Caldarchaeales;Caldiarchaeaceae;Candidatus Caldiarchaeum;Aigarchaeota archaeon SCGC AAA471-E16	13126	13126	t	f	f	19743	19743	Contig	ASM2165077v1	na	PRJNA495050	SAMN19948827	112	19743	Pacific Ocean	2022-01-27	GCA_021650775.1	derived from metagenome	full	T2-175	hydrothermal vent deposit	21.9904 S 176.5692 W	0	none	Candidatus Benthortus lauensis	none	na	none	none	none	none	none	none	2022/01/27	0	2973087	none	T2-175	Portland State University	2973087	d__Archaea;p__Nitrososphaerota;c__;o__;f__Candidatus Wolframiiraptoraceae;g__Candidatus Benthortus;s__Candidatus Benthortus lauensis	d__Archaea;x__TACK group;p__Nitrososphaerota;x__Nitrososphaerota incertae sedis;f__Candidatus Wolframiiraptoraceae;g__Candidatus Benthortus;s__Candidatus Benthortus lauensis	0	1470116	none	none	assembly from type material	1470116	0	JAHSRM000000000.1	1688	112	33396	1	none	none	none	none	none	none	1494	JAHSRM010000015.1	1467	2390	0	96.183	KP091028.1.1462	Archaea;Thermoproteota;Nitrososphaeria;Caldarchaeales;Caldiarchaeaceae;Candidatus Caldiarchaeum;uncultured archaeon	0	19	43	0
GB_GCA_029762535.1	Archaea	Thermoplasmatota	EX4484-6	EX4484-6	EX4484-6	JARVGK01	JARVGK01 sp029762535	0	93.38	1.08	Specific	94.0	4.0	188	p__Euryarchaeota (UID3)	125	0.0	2720256	91.7899894215244	115	1573217	53.10333164785297	2963565	GB_GCA_029762535.1	t	d__Archaea;p__Thermoplasmatota;c__EX4484-6;o__EX4484-6;f__EX4484-6;g__JARVGK01;s__JARVGK01 sp029762535	not type material	none	f	16	14	162859	162859	76137	5	2888	JARVGK010000013.1	697	2	116	JARVGK010000081.1	1135	1013	0	82.907	MIYT01000016.2338.5189	Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;Incertae Sedis;Incertae Sedis;Marine Group III euryarchaeote CG-Bathy2	25761	29054	t	f	f	60098	72749	Scaffold	ASM2976253v1	na	PRJNA864620	SAMN33973101	115	60098	Russia: Taman Peninsula; Golubitskoye Lake	2023-04-16	GCA_029762535.1	derived from metagenome	full	M17C-73-04	terrestrial mud volcano enrichment culture M17C_73	45.330145 N 37.263235 E	0	0	Candidatus Thermoplasmatota archaeon	none	na	10	102	14	72749	41894	26306	2023/04/16	13	2806419	3	M17C-73-04	Research Center of Biotechnology RAS	2806419	d__Archaea;p__Candidatus Thermoplasmatota;c__;o__;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;x__unclassified Candidatus Thermoplasmatota;s__Candidatus Thermoplasmatota archaeon	1007	2963565	11	45	na	2962558	0	JARVGK000000000.1	2428	102	162859	3	none	none	none	none	none	none	1467	JARVGK010000001.1	1400	2154	0	94.429	KP814614.1.1400	Archaea;Thermoplasmatota;Thermoplasmata;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	1007	18	45	0
GB_GCA_023256615.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	GCA-001856825	JAGDXO01	JAGDXO01 sp023256615	0	84.36	0.51	Specific	93.95	0.81	187	p__Euryarchaeota (UID3)	124	0.0	1109345	91.2584484471968	93	450840	37.18550191024804	1215608	GB_GCA_023256615.1	t	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__GCA-001856825;g__JAGDXO01;s__JAGDXO01 sp023256615	not type material	none	f	15	12	75995	75995	75995	1	2900	JAGDXO010000022.1	19049	1	117	JAGDXO010000033.1	2901	4150	0	92.52	ATMD01000002.160282.163195	Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Incertae Sedis;Incertae Sedis;Thermoplasmatales archaeon I-plasma	13036	19928	f	f	t	24462	28631	Scaffold	ASM2325661v1	na	PRJNA419239	SAMN17914436	93	24462	Russia: Kamchatka; Mutnovsky	2022-05-06	GCA_023256615.1	derived from metagenome	full	KMA_Bin17	thermophilic sediment from acid hot spring	52.45 N 158.2 E	0	none	Thermoplasmata archaeon	none	na	none	61	12	28631	20406	8486	2022/05/06	32	1906666	none	KMA_Bin17	Genomic and Applied Microbiology & Goettingen Genomics Laboratory	1906666	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;x__unclassified Thermoplasmata;s__Thermoplasmata archaeon	3200	1215608	none	none	na	1212408	0	JAGDXO000000000.1	1278	61	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	3200	18	38	0
GB_GCA_016840465.1	Archaea	Asgardarchaeota	Baldrarchaeia	Baldrarchaeales	Baldrarchaeaceae	Baldrarchaeum	Baldrarchaeum yapensis	0	96.13	1.72	General	93.93	3.74	149	k__Archaea (UID2)	107	0.0	1977793	87.21250594191868	100	1042002	45.94798627383712	2267786	GB_GCA_016840465.1	t	d__Archaea;p__Asgardarchaeota;c__Baldrarchaeia;o__Baldrarchaeales;f__Baldrarchaeaceae;g__Baldrarchaeum;s__Baldrarchaeum yapensis	not type material	none	f	18	18	120762	120762	23389	1	3142	JAEOSH010000034.1	none	0	none	none	2254	1982	0	82.831	CP000505.363018.366076	Archaea;Thermoproteota;Thermoproteia;Thermoproteales;Thermofilaceae;Thermofilum;Thermofilum pendens Hrk 5	22677	22677	f	f	t	31500	31500	Contig	ASM1684046v1	na	PRJNA680430	SAMN16492200	100	31500	Pacific Ocean: Yap Trench	2021-02-09	GCA_016840465.1	derived from metagenome	full	Yap30.bin9.72	seawater	9.900000 N 138.510000 E	0	none	Candidatus Baldrarchaeum yapensis	none	na	none	none	none	none	none	none	2021/02/09	0	2798940	none	Yap30.bin9.72	Shenzhen Univeristy	2798940	d__Archaea;p__Candidatus Baldrarchaeota;c__Candidatus Baldrarchaeia;o__Candidatus Baldrarchaeales;f__Candidatus Baldrarchaeaceae;g__Candidatus Baldrarchaeum;s__Candidatus Baldrarchaeum yapensis	d__Archaea;x__Asgard group;p__Candidatus Baldrarchaeota;c__Candidatus Baldrarchaeia;o__Candidatus Baldrarchaeales;f__Candidatus Baldrarchaeaceae;g__Candidatus Baldrarchaeum;s__Candidatus Baldrarchaeum yapensis	0	2267786	none	none	na	2267786	0	JAEOSH000000000.1	2518	100	23389	2	none	none	none	none	none	none	850	JAEOSH010000034.1	820	1105	0	91.098	KP091066.1.1469	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	0	17	46	0
GB_GCA_041653635.1	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	Bilamarchaeaceae	CAIXOA01	CAIXOA01 sp041653635	0	91.57	0.07	General	93.93	0.0	149	k__Archaea (UID2)	107	0.0	1048910	93.09659267411622	10	622988	55.29364776469127	1126690	GB_GCA_041653635.1	t	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__CAIXOA01;s__CAIXOA01 sp041653635	not type material	none	f	1	1	1027568	1027568	1027568	1	2877	JBAZFC010000001.1	1027568	1	80	JBAZFC010000001.1	1010	571	1.44e-160	77.426	MNVI01000038.3285.6154	Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;Incertae Sedis;CG1_02_55_41;Candidatus Micrarchaeota archaeon CG1_02_55_41	112669	112669	t	f	f	1027568	1027568	Contig	ASM4165363v1	na	PRJNA823399	SAMN39904398	10	1027568	none	2024-08-29	GCA_041653635.1	derived from metagenome	full	SO_2017_LW3_140	none	none	0	0	Candidatus Micrarchaeia archaeon	none	na	3	none	none	none	none	none	2024/08/29	0	3018267	1	SO_2017_LW3_140	University of Waterloo	3018267	d__Archaea;p__Candidatus Micrarchaeota;c__Candidatus Micrarchaeia;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Micrarchaeota;c__Candidatus Micrarchaeia;x__unclassified Candidatus Micrarchaeia;s__Candidatus Micrarchaeia archaeon	0	1126690	11	45	na	1126690	0	JBAZFC000000000.1	1203	10	1027568	1	none	none	none	none	none	none	1491	JBAZFC010000001.1	1341	1672	0	89.187	EU731499.1.1341	Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;Incertae Sedis;Incertae Sedis;uncultured euryarchaeote	0	18	45	0
GB_GCA_021498095.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigynarchaeales	MK-D1	Harpocratesius	Harpocratesius repetitus	0	93.56	4.49	General	93.93	3.27	149	k__Archaea (UID2)	107	0.0	3730498	85.5327485936556	2	1352780	31.016571228770083	4361485	GB_GCA_021498095.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__MK-D1;g__Harpocratesius;s__Harpocratesius repetitus	type strain of species	LPSN	f	1	1	4226757	4361485	4361485	2	3086	JAIZWK010000001.1-#2	none	0	none	none	2912	641	0	71.326	KX764886.1.3038	Archaea;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	2180737	4361485	f	f	t	4226757	4361485	Scaffold	ASM2149809v1	na	PRJNA721962	SAMN21379713	2	4226757	Mexico: Gulf of California; Pescadero basin Auka vent field	2022-01-18	GCA_021498095.1	derived from metagenome	full	FW102	rock	23.956988 N 108.862548 W	0	0	Candidatus Harpocratesius repetitus	none	na	7	1	1	4361485	4361485	4361485	2022/01/18	1	3049170	2	FW102	California Institute of Technology	3049170	d__Archaea;p__Candidatus Lokiarchaeota;c__Candidatus Lokiarchaeia;o__Candidatus Prometheoarchaeales;f__Candidatus Prometheoarchaeaceae;g__Candidatus Harpocratesius;s__Candidatus Harpocratesius repetitus	d__Archaea;x__Asgard group;p__Candidatus Lokiarchaeota;c__Candidatus Lokiarchaeia;o__Candidatus Prometheoarchaeales;f__Candidatus Prometheoarchaeaceae;g__Candidatus Harpocratesius;s__Candidatus Harpocratesius repetitus	10	4361485	11	41	assembly from type material	4361475	0	JAIZWK000000000.1	3706	1	4361485	2	none	none	none	none	none	none	1495	JAIZWK010000001.1	1464	2593	0	98.634	KP090998.1.1464	Archaea;Asgardarchaeota;Lokiarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	10	19	41	1
GB_GCA_038865865.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	Bathycorpusculaceae	JANXEP01	JANXEP01 sp038865865	0	87.09	4.51	General	93.93	0.93	149	k__Archaea (UID2)	107	0.0	1393500	90.05550676337212	69	692155	44.77066961793686	1547379	GB_GCA_038865865.1	t	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__JANXEP01;s__JANXEP01 sp038865865	not type material	none	f	11	9	118530	127618	26082	1	1082	JAWBZV010000017.1	34047	2	90	JAWBZV010000013.1	1085	1284	0	88.203	KF439061.19070.22968	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured miscellaneous Crenarchaeota group	22405	28134	f	f	t	40992	45985	Scaffold	ASM3886586v1	na	PRJNA544494	SAMN36039359	69	40992	none	2024-04-30	GCA_038865865.1	derived from metagenome	full	JZ-1_201901_bins_74	none	none	0	0	Candidatus Bathyarchaeia archaeon	none	na	4	55	9	45985	21892	12564	2024/04/30	14	3045160	1	JZ-1_201901_bins_74	The University of Texas at Austin	3045160	d__Archaea;p__Candidatus Bathyarchaeota;c__Candidatus Bathyarchaeia;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;c__Candidatus Bathyarchaeia;x__unclassified Candidatus Bathyarchaeia;s__Candidatus Bathyarchaeia archaeon	1378	1547379	11	39	na	1546001	0	JAWBZV000000000.1	1645	55	96009	1	none	none	none	none	none	none	1494	JAWBZV010000005.1	1459	2252	0	94.517	HM041916.1.1464	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured Thermoprotei archaeon	1378	17	39	0
